2025-11-14 02:39:45,854 | INFO | __main__ | <module> | Запуск сервера админ-панели...
2025-11-14 02:39:45,854 | INFO | utils.file_manager | create_edit_session | Создание новой сессии: 20251114_0239
2025-11-14 02:39:45,855 | DEBUG | utils.file_manager | create_edit_session | Скопирован файл: CONTEST-DATA (PROM) 2025-11-13 v0.csv
2025-11-14 02:39:45,855 | DEBUG | utils.file_manager | create_edit_session | Скопирован файл: GROUP (PROM) 2025-11-13 v0.csv
2025-11-14 02:39:45,855 | DEBUG | utils.file_manager | create_edit_session | Скопирован файл: INDICATOR (PROM) 2025-11-13 v0.csv
2025-11-14 02:39:45,856 | DEBUG | utils.file_manager | create_edit_session | Скопирован файл: REPORT (PROM-KMKKSB) 2025-11-10 v1 (correct).csv
2025-11-14 02:39:45,857 | DEBUG | utils.file_manager | create_edit_session | Скопирован файл: REWARD (PROM) 2025-11-13 v0.csv
2025-11-14 02:39:45,857 | DEBUG | utils.file_manager | create_edit_session | Скопирован файл: REWARD-LINK (PROM) 2025-11-13 v0.csv
2025-11-14 02:39:45,858 | DEBUG | utils.file_manager | create_edit_session | Скопирован файл: SVD_KB_DM_GAMIFICATION_ORG_UNIT_V20 - 2025.08.28.csv
2025-11-14 02:39:45,858 | DEBUG | utils.file_manager | create_edit_session | Скопирован файл: TOURNAMENT-SCHEDULE (PROM) 2025-11-13 v0.csv
2025-11-14 02:39:45,858 | DEBUG | utils.file_manager | create_edit_session | Скопирован файл: PROM_USER_ROLE 2025-10-31 v1.csv
2025-11-14 02:39:45,859 | DEBUG | utils.file_manager | create_edit_session | Скопирован файл: PROM_USER_ROLE SB 2025-10-31 v1.csv
2025-11-14 02:39:45,859 | DEBUG | utils.file_manager | create_edit_session | Скопирован файл: employee_PROM_final_5000.csv
2025-11-14 02:39:45,859 | INFO | utils.file_manager | create_edit_session | Сессия создана: скопировано 11 файлов из 11
2025-11-14 02:39:45,859 | INFO | __main__ | <module> | Создана новая сессия: 20251114_0239
2025-11-14 02:39:45,860 | INFO | __main__ | <module> | Сервер готов к работе
 * Serving Flask app 'app'
 * Debug mode: on
2025-11-14 02:39:45,888 | INFO | werkzeug | _log | [31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on all addresses (0.0.0.0)
 * Running on http://127.0.0.1:5001
 * Running on http://192.168.1.31:5001
2025-11-14 02:39:45,888 | INFO | werkzeug | _log | [33mPress CTRL+C to quit[0m
2025-11-14 02:39:45,888 | INFO | werkzeug | _log |  * Restarting with stat
2025-11-14 02:39:46,075 | INFO | __main__ | <module> | Запуск сервера админ-панели...
2025-11-14 02:39:46,075 | INFO | utils.file_manager | create_edit_session | Создание новой сессии: 20251114_0239
2025-11-14 02:39:46,075 | DEBUG | utils.file_manager | create_edit_session | Скопирован файл: CONTEST-DATA (PROM) 2025-11-13 v0.csv
2025-11-14 02:39:46,076 | DEBUG | utils.file_manager | create_edit_session | Скопирован файл: GROUP (PROM) 2025-11-13 v0.csv
2025-11-14 02:39:46,076 | DEBUG | utils.file_manager | create_edit_session | Скопирован файл: INDICATOR (PROM) 2025-11-13 v0.csv
2025-11-14 02:39:46,076 | DEBUG | utils.file_manager | create_edit_session | Скопирован файл: REPORT (PROM-KMKKSB) 2025-11-10 v1 (correct).csv
2025-11-14 02:39:46,076 | DEBUG | utils.file_manager | create_edit_session | Скопирован файл: REWARD (PROM) 2025-11-13 v0.csv
2025-11-14 02:39:46,076 | DEBUG | utils.file_manager | create_edit_session | Скопирован файл: REWARD-LINK (PROM) 2025-11-13 v0.csv
2025-11-14 02:39:46,077 | DEBUG | utils.file_manager | create_edit_session | Скопирован файл: SVD_KB_DM_GAMIFICATION_ORG_UNIT_V20 - 2025.08.28.csv
2025-11-14 02:39:46,077 | DEBUG | utils.file_manager | create_edit_session | Скопирован файл: TOURNAMENT-SCHEDULE (PROM) 2025-11-13 v0.csv
2025-11-14 02:39:46,077 | DEBUG | utils.file_manager | create_edit_session | Скопирован файл: PROM_USER_ROLE 2025-10-31 v1.csv
2025-11-14 02:39:46,077 | DEBUG | utils.file_manager | create_edit_session | Скопирован файл: PROM_USER_ROLE SB 2025-10-31 v1.csv
2025-11-14 02:39:46,077 | DEBUG | utils.file_manager | create_edit_session | Скопирован файл: employee_PROM_final_5000.csv
2025-11-14 02:39:46,077 | INFO | utils.file_manager | create_edit_session | Сессия создана: скопировано 11 файлов из 11
2025-11-14 02:39:46,077 | INFO | __main__ | <module> | Создана новая сессия: 20251114_0239
2025-11-14 02:39:46,077 | INFO | __main__ | <module> | Сервер готов к работе
2025-11-14 02:39:46,092 | WARNING | werkzeug | _log |  * Debugger is active!
2025-11-14 02:39:46,102 | INFO | werkzeug | _log |  * Debugger PIN: 767-849-785
2025-11-14 02:39:56,013 | DEBUG | __main__ | get_field_values | get_field_values: file_key=REWARD-LINK, field_name=GROUP_CODE
2025-11-14 02:39:56,013 | DEBUG | utils.file_manager | read_csv | read_csv: file_key=GROUP
2025-11-14 02:39:56,013 | DEBUG | utils.file_manager | read_csv | Нет текущей сессии, получаем последнюю
2025-11-14 02:39:56,013 | DEBUG | utils.file_manager | read_csv | Текущая сессия: /Users/orionflash/Desktop/MyProject/SPOD_PROM/SPOD-cursor-Parce/SPOD_PARCE_LOAD/EDIT/20251114_0239
2025-11-14 02:39:56,013 | DEBUG | utils.file_manager | read_csv | Имя файла: GROUP (PROM) 2025-11-13 v0.csv
