CONTEST_CODE;INDICATOR_CALC_TYPE;INDICATOR_ADD_CALC_TYPE;FULL_NAME;INDICATOR_CODE;INDICATOR_AGG_FUNCTION;INDICATOR_WEIGHT;INDICATOR_OBJECT;INDICATOR_MARK_TYPE;INDICATOR_MATCH;INDICATOR_VALUE;CONTEST_CRITERION;INDICATOR_FILTER;CONTESTANT_SELECTION;CALC_TYPE;N
01_2025-2_14-1_7;1;;FUNNELARS_ACTIVE_CUSTOMER_ID;FUNNELARS_ACTIVE_CUSTOMER_ID;COUNT_DISTINCT_CUSTOMER;1;;RATING;MAX;0;;"[{"""filtered_attribute_code""":"""action_code""","""filtered_attribute_type""":"""STRING""","""filtered_attribute_match""":"""IN""","""filtered_attribute_condition""":["""12"""]},{"""filtered_attribute_code""":"""action_new_customer""","""filtered_attribute_type""":"""STRING""","""filtered_attribute_match""":"""IN""","""filtered_attribute_condition""":["""1"""]}]";0;0;128
01_2025-2_14-2_1;1;;WAIT;WAIT;;;;CRITERION;>=;50;;;;1;129
01_2025-2_14-2_2;1;;WAIT;WAIT;;;;CRITERION;>=;50;;;;1;130
01_2025-2_14-2_3;1;;WAIT;WAIT;;;;CRITERION;>=;50;;;;1;131
01_2025-2_14-2_4;1;;COMPASARS_KKP_ID;COMPASARS_KKP_ID;COUNT_DISTINCT;1;;RATING;MAX;0;;"[{"""filtered_attribute_code""":"""kross_cnt""","""filtered_attribute_type""":"""INTEGER""","""filtered_attribute_match""":""">""","""filtered_attribute_value""":1},{"""filtered_attribute_code""":"""deal_is_msh""","""filtered_attribute_type""":"""STRING""","""filtered_attribute_match""":"""IN""","""filtered_attribute_condition""":["""0"""]},{"""filtered_attribute_code""":"""kkp_status_code""","""filtered_attribute_type""":"""STRING""","""filtered_attribute_match""":"""IN""","""filtered_attribute_condition""":["""IMPLEMENTED""","""PARTLY_IMPLEMENTED"""]},{"""filtered_attribute_code""":"""e2e_product_code""","""filtered_attribute_type""":"""STRING""","""filtered_attribute_match""":"""NOT_IN""","""filtered_attribute_condition""":["""016"""]},{"""filtered_attribute_code""":"""customer_segment""","""filtered_attribute_type""":"""STRING""","""filtered_attribute_match""":"""IN""","""filtered_attribute_condition""":["""Крупнейшие""","""Крупные""","""Средние"""]}]";0;0;132
01_2025-2_14-2_5;1;;COMPASARS_KKP_ID;COMPASARS_KKP_ID;COUNT_DISTINCT;1;;RATING;MAX;0;;"[{"""filtered_attribute_code""":"""deal_is_msh""","""filtered_attribute_type""":"""STRING""","""filtered_attribute_match""":"""IN""","""filtered_attribute_condition""":["""0"""]},{"""filtered_attribute_code""":"""kkp_status_code""","""filtered_attribute_type""":"""STRING""","""filtered_attribute_match""":"""IN""","""filtered_attribute_condition""":["""IMPLEMENTED""","""PARTLY_IMPLEMENTED"""]},{"""filtered_attribute_code""":"""e2e_product_code""","""filtered_attribute_type""":"""STRING""","""filtered_attribute_match""":"""NOT_IN""","""filtered_attribute_condition""":["""016"""]},{"""filtered_attribute_code""":"""customer_segment""","""filtered_attribute_type""":"""STRING""","""filtered_attribute_match""":"""IN""","""filtered_attribute_condition""":["""Крупнейшие""","""Крупные""","""Средние"""]}]";0;0;133
01_2025-2_15-1_2;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;134
01_2025-2_16-1_1;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;135
01_2025-2_21-1_1;1;;WAIT;WAIT;;;;CRITERION;=;100;;;;1;136
01_2026-0_09-1_2;1;;WAIT;WAIT;;;;CRITERION;=;3;;;;1;137
01_2026-0_09-1_3;1;;WAIT;WAIT;;;;CRITERION;=;5;;;;1;138
01_2026-0_09-1_4;1;;WAIT;WAIT;;;;CRITERION;=;5;;;;1;139
01_2026-0_10-1_1;1;;INCOME;INCOME;SUM;1;;CRITERION;>=;100000;;;;0;140
01_2026-0_10-1_2;1;;INCOME;INCOME;SUM;1;;CRITERION;>=;500000;;;;0;141
01_2026-0_10-1_3;1;;INCOME;INCOME;SUM;1;;CRITERION;>=;3000000;;;;0;142
01_2026-0_10-1_4;1;;INCOME;INCOME;SUM;1;;CRITERION;>=;10000000;;;;0;143
01_2026-0_10-3_1;1;;WAIT;WAIT;;;;CRITERION;>=;1;;;;1;144
01_2026-0_10-3_2;1;;WAIT;WAIT;;;;CRITERION;>=;5;;;;1;145
01_2026-0_10-3_3;1;;WAIT;WAIT;;;;CRITERION;>=;10;;;;1;146
01_2026-0_13-1_1;1;;PFIMIS_CUSTOMER_ID;PFIMIS_CUSTOMER_ID;COUNT_DISTINCT;1;;CRITERION;>=;1;;"[{"""filtered_attribute_code""":"""segment""","""filtered_attribute_type""":"""STRING""","""filtered_attribute_match""":"""IN""","""filtered_attribute_condition""":["""20201""","""10100""","""20202""","""20605"""]},{"""filtered_attribute_code""":"""tb""","""filtered_attribute_type""":"""STRING""","""filtered_attribute_match""":"""NOT_IN""","""filtered_attribute_condition""":["""99"""]},{"""filtered_attribute_code""":"""is_manual_correct""","""filtered_attribute_type""":"""STRING""","""filtered_attribute_match""":"""IN""","""filtered_attribute_condition""":["""0"""]},{"""filtered_attribute_code""":"""is_cva_product""","""filtered_attribute_type""":"""STRING""","""filtered_attribute_match""":"""IN""","""filtered_attribute_condition""":["""0"""]},{"""filtered_attribute_code""":"""product_group""","""filtered_attribute_type""":"""STRING""","""filtered_attribute_match""":"""IN""","""filtered_attribute_condition""":["""1""","""2""","""14""","""8"""]}]";;0;147
01_2026-0_13-1_2;1;;PFIMIS_CUSTOMER_ID;PFIMIS_CUSTOMER_ID;COUNT_DISTINCT;1;;CRITERION;>=;3;;"[{"""filtered_attribute_code""":"""segment""","""filtered_attribute_type""":"""STRING""","""filtered_attribute_match""":"""IN""","""filtered_attribute_condition""":["""20201""","""10100""","""20202""","""20605"""]},{"""filtered_attribute_code""":"""tb""","""filtered_attribute_type""":"""STRING""","""filtered_attribute_match""":"""NOT_IN""","""filtered_attribute_condition""":["""99"""]},{"""filtered_attribute_code""":"""is_manual_correct""","""filtered_attribute_type""":"""STRING""","""filtered_attribute_match""":"""IN""","""filtered_attribute_condition""":["""0"""]},{"""filtered_attribute_code""":"""is_cva_product""","""filtered_attribute_type""":"""STRING""","""filtered_attribute_match""":"""IN""","""filtered_attribute_condition""":["""0"""]},{"""filtered_attribute_code""":"""product_group""","""filtered_attribute_type""":"""STRING""","""filtered_attribute_match""":"""IN""","""filtered_attribute_condition""":["""1""","""2""","""14""","""8"""]}]";;0;148
01_2026-0_13-1_3;1;;PFIMIS_CUSTOMER_ID;PFIMIS_CUSTOMER_ID;COUNT_DISTINCT;1;;CRITERION;>=;10;;"[{"""filtered_attribute_code""":"""segment""","""filtered_attribute_type""":"""STRING""","""filtered_attribute_match""":"""IN""","""filtered_attribute_condition""":["""20201""","""10100""","""20202""","""20605"""]},{"""filtered_attribute_code""":"""tb""","""filtered_attribute_type""":"""STRING""","""filtered_attribute_match""":"""NOT_IN""","""filtered_attribute_condition""":["""99"""]},{"""filtered_attribute_code""":"""is_manual_correct""","""filtered_attribute_type""":"""STRING""","""filtered_attribute_match""":"""IN""","""filtered_attribute_condition""":["""0"""]},{"""filtered_attribute_code""":"""is_cva_product""","""filtered_attribute_type""":"""STRING""","""filtered_attribute_match""":"""IN""","""filtered_attribute_condition""":["""0"""]},{"""filtered_attribute_code""":"""product_group""","""filtered_attribute_type""":"""STRING""","""filtered_attribute_match""":"""IN""","""filtered_attribute_condition""":["""1""","""2""","""14""","""8"""]}]";;0;149
01_2026-0_13-2_1;1;;WAIT;WAIT;;;;CRITERION;>=;1;;;;0;329
01_2026-0_13-2_2;1;;WAIT;WAIT;;;;CRITERION;>=;3;;;;0;330
01_2026-0_13-2_3;1;;WAIT;WAIT;;;;CRITERION;>=;5;;;;0;331
01_2026-0_13-1_4;1;;WAIT;WAIT;;;;CRITERION;>=;1;;;;1;150
01_2026-0_13-1_5;1;;WAIT;WAIT;;;;CRITERION;>=;3;;;;1;151
01_2026-0_13-1_6;1;;WAIT;WAIT;;;;CRITERION;>=;10;;;;1;152
01_2026-0_16-1_1;1;;WAIT;WAIT;;;;CRITERION;>=;1000000000;;;;1;153
01_2026-1_05-1_1;1;;CC360_CLIENT_VOLUM_FOT_M;CC360_CLIENT_VOLUM_FOT_M;SUM;1;;RATING;MAX;;;;0;0;154
01_2026-0_05-2_4;1;;WAIT;WAIT;;;;RATING;MAX;;;;0;1;327
01_2026-1_05-2_1;1;;WAIT;WAIT;;;;CRITERION;>=;3;;;;1;155
01_2026-1_05-2_2;1;;WAIT;WAIT;;;;CRITERION;>=;4;;;;1;156
01_2026-1_05-2_3;1;;WAIT;WAIT;;;;CRITERION;>=;5;;;;1;157
01_2026-0_05-2_1;1;;WAIT;WAIT;;;;CRITERION;>=;3;;;;1;324
01_2026-0_05-2_2;1;;WAIT;WAIT;;;;CRITERION;>=;5;;;;1;325
01_2026-0_05-2_3;1;;WAIT;WAIT;;;;CRITERION;>=;10;;;;1;326
01_2026-1_08-2_3;1;;WAIT;WAIT;;;;CRITERION;>=;500000;;;;1;158
01_2026-1_08-2_4;1;;INSURANCEMIS_BANK_COMMISION;INSURANCEMIS_BANK_COMMISION;SUM;1;;RATING;MAX;0;;"[{"""filtered_attribute_code""":"""polis_dt""","""filtered_attribute_type""":"""date""","""filtered_attribute_match""":""">=""","""filtered_attribute_dt""":"""2026-01-01"""},{"""filtered_attribute_code""":"""category""","""filtered_attribute_type""":"""string""","""filtered_attribute_match""":"""IN""","""filtered_attribute_condition""":["""ЗАЩИТА БИЗНЕСА 360"""]},{"""filtered_attribute_code""":"""segment""","""filtered_attribute_type""":"""string""","""filtered_attribute_match""":"""IN""","""filtered_attribute_condition""":["""СКБ-СРЕДНИЕ""","""СКБ-КРУПНЫЕ""","""CIB"""]},{"""filtered_attribute_code""":"""pay_status""","""filtered_attribute_type""":"""string""","""filtered_attribute_match""":"""IN""","""filtered_attribute_condition""":["""ОПЛАЧЕН"""]},{"""filtered_attribute_code""":"""load_status""","""filtered_attribute_type""":"""string""","""filtered_attribute_match""":"""IN""","""filtered_attribute_condition""":["""ОПЕРАТИВНЫЕ"""]}]";0;0;332
01_2026-1_08-2_6;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;159
01_2026-1_09-1_1;1;;CC360_NKD_DETAIL_CHKD;CC360_NKD_DETAIL_CHKD;SUM;1;;RATING;MAX;;;"[{"""filtered_attribute_code""":"""product""","""filtered_attribute_type""":"""STRING""","""filtered_attribute_match""":"""IN""","""filtered_attribute_condition""":["""БАНКОВСКИЕ ГАРАНТИИ""","""ЭЛЕКТРОННЫЕ ГАРАНТИИ (ВОЗМЕЩЕНИЕ НАЛОГОВ)"""]}]";0;0;160
01_2026-1_10-1_6;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;161
01_2026-1_10-2_1;1;;WAIT;WAIT;;;;CRITERION;=;1;;;;1;162
01_2026-1_11-1_1;1;;WAIT;WAIT;;;;RATING;MIN;;;;;1;163
01_2026-1_14-1_1;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;164
01_2026-1_14-2_1;1;;WAIT;WAIT;;;;CRITERION;>=;50;;;;1;165
01_2026-1_14-2_2;1;;WAIT;WAIT;;;;CRITERION;>=;50;;;;1;166
01_2026-1_14-2_3;1;;WAIT;WAIT;;;;CRITERION;>=;50;;;;1;167
01_2026-1_15-1_2;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;168
01_2026-1_16-1_1;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;169
01_2026-1_16-2_1;1;;WAIT;WAIT;;;;CRITERION;>=;500000000;;;;1;170
02_2025-0_01-4_1;1;;WAIT;WAIT;;;;CRITERION;=;1;;;;1;171
02_2025-0_01-4_2;1;;WAIT;WAIT;;;;CRITERION;=;1;;;;1;172
02_2025-0_01-4_3;1;;WAIT;WAIT;;;;CRITERION;=;1;;;;1;173
02_2025-1_07-1_1;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;174
02_2025-1_07-2_1;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;175
02_2025-1_07-5_1;1;;WAIT;WAIT;;;;CRITERION;>=;5000000;;;;1;176
02_2025-1_07-5_10;1;;WAIT;WAIT;;;;CRITERION;>=;2;;;;1;177
02_2025-1_07-5_2;1;;WAIT;WAIT;;;;CRITERION;>=;5000000;;;;1;178
02_2025-1_07-5_3;1;;WAIT;WAIT;;;;CRITERION;>=;500000;;;;1;179
02_2025-1_07-5_4;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;180
02_2025-1_07-5_5;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;181
02_2025-1_07-5_6;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;182
02_2025-1_07-5_7;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;183
02_2025-1_07-5_8;1;;WAIT;WAIT;;;;CRITERION;>=;3;;;;1;184
02_2025-1_07-5_9;1;;WAIT;WAIT;;;;CRITERION;>=;3;;;;1;185
02_2025-1_07-7_1;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;186
02_2025-1_07-8_1;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;187
02_2025-1_07-9_1;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;188
02_2025-2_03-5_1;1;;WAIT;WAIT;SUM;1;;CRITERION;=;1;;;0;1;189
02_2025-2_07-1_1;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;190
02_2025-2_07-10_1;1;;WAIT;WAIT;;;;RATING;MAX;0;;;0;1;191
02_2025-2_07-11_3;1;;WAIT;WAIT;;;;RATING;MAX;0;;;;1;192
02_2025-2_07-2_1;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;193
02_2025-2_07-2_2;1;;WAIT;WAIT;;;;CRITERION;>=;12000000;;;;1;194
02_2025-2_07-3_1;1;;WAIT;WAIT;;;;RATING;MAX;0;;;0;1;195
02_2025-2_07-5_4;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;196
02_2025-2_07-7_1;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;197
02_2025-2_07-8_1;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;198
02_2025-2_07-9_1;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;199
03_2025-0_01-4_1;1;;WAIT;WAIT;;;;CRITERION;=;1;;;;1;200
03_2025-0_01-4_2;1;;WAIT;WAIT;;;;CRITERION;=;1;;;;1;201
03_2025-0_01-4_3;1;;WAIT;WAIT;;;;CRITERION;=;1;;;;1;202
04_2025-0_01-3_1;1;;WAIT;WAIT;;;;CRITERION;=;1;;;;1;203
04_2025-0_15-1_1;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;204
04_2025-0_15-1_2;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;205
04_2025-0_15-1_3;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;206
04_2025-0_15-2_1;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;207
04_2025-0_15-2_2;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;208
04_2025-0_15-2_3;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;209
04_2026-0_15-2_1;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;210
04_2026-0_15-2_2;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;211
04_2026-0_15-2_3;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;212
05_2025-0_18-1_1;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;213
05_2025-0_18-2_1;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;214
05_2025-0_18-2_2;1;;WAIT;WAIT;;;;RATING;MAX;;;;;3;215
05_2025-0_18-3_1;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;216
05_2025-0_18-4_1;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;217
05_2025-0_18-5_1;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;218
05_2025-0_18-6_1;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;219
05_2025-0_18-7_1;1;;WAIT;WAIT;;;;CRITERION;>=;1;;;;1;220
05_2025-0_18-7_2;1;;WAIT;WAIT;;;;CRITERION;>=;3;;;;1;221
05_2025-0_18-7_3;1;;WAIT;WAIT;;;;CRITERION;>=;5;;;;1;222
05_2025-0_18-7_4;1;;WAIT;WAIT;;;;CRITERION;>=;10;;;;1;223
05_2025-0_18-8_1;1;;WAIT;WAIT;;;;CRITERION;>=;1;;;;1;224
05_2025-0_18-8_2;1;;WAIT;WAIT;;;;CRITERION;>=;3;;;;1;225
05_2025-0_18-8_3;1;;WAIT;WAIT;;;;CRITERION;>=;5;;;;1;226
05_2025-0_18-8_4;1;;WAIT;WAIT;;;;CRITERION;>=;10;;;;1;227
06_2025-0_18-1_1;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;228
06_2025-0_18-2_1;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;229
06_2025-0_18-2_2;1;;WAIT;WAIT;;;;RATING;MAX;;;;;3;230
06_2025-0_18-3_1;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;231
06_2025-0_18-4_1;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;232
07_2025-0_18-1_1;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;233
07_2025-0_18-2_1;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;234
07_2025-0_18-2_2;1;;WAIT;WAIT;;;;RATING;MAX;;;;;3;235
07_2025-0_18-3_1;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;236
07_2025-0_18-4_1;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;237
08_2025-0_18-1_1;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;238
08_2025-0_18-2_1;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;239
08_2025-0_18-2_2;1;;WAIT;WAIT;;;;RATING;MAX;;;;;3;240
08_2025-0_18-3_1;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;241
08_2025-0_18-4_1;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;242
CONTEST_01;1;;INCOME;INCOME;SUM;1;;CRITERION;>=;100000;;;;0;243
CONTEST_02;1;;INCOME;INCOME;SUM;1;;CRITERION;>=;500000;;;;0;244
CONTEST_03;1;;INCOME;INCOME;SUM;1;;CRITERION;>=;3000000;;;;0;245
CONTEST_04;1;;INCOME;INCOME;SUM;1;;CRITERION;>=;10000000;;;;0;246
CONTEST_05;1;;INCOME;INCOME;SUM;1;;GAIN;X2;;;;;0;247
CONTEST_06;1;;INCOME;INCOME;SUM;1;;GAIN;X3;;;;;0;248
CONTEST_07;1;;INCOME;INCOME;SUM;1;;GAIN;X4;;;;;0;249
CONTEST_08_01;1;;WD;WD;SUM;1;;RATING;MAX;;;;;0;250
CONTEST_10_01;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;251
CONTEST_11;1;;WAIT;LEAGUEDEL;;;;CRITERION;=;1;;;;2;252
CONTEST_12;1;;WAIT;WAIT;;;;CRITERION;=;1;;;;1;253
CONTEST_13;1;;WAIT;WAIT;;;;CRITERION;=;1;;;;1;254
CONTEST_14;1;;WAIT;WAIT;;;;CRITERION;=;1;;;;1;255
CONTEST_15;1;;WAIT;WAIT;;;;CRITERION;=;1;;;;1;256
CONTEST_16;1;;WAIT;WAIT;;;;CRITERION;=;1;;;;1;257
CONTEST_17;1;;WAIT;WAIT;;;;CRITERION;=;1;;;;1;258
CONTEST_19;1;;WAIT;WAIT;;;;CRITERION;=;1;;;;1;259
CONTEST_20;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;260
CONTEST_23;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;261
CONTEST_25;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;262
CONTEST_26;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;263
CONTEST_28;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;264
CONTEST_29;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;265
CONTEST_30;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;266
CONTEST_31;1;;WAIT;WAIT;;;;CRITERION;=;1;;;;1;267
CONTEST_32;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;268
CONTEST_33;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;269
CONTEST_34;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;270
CONTEST_35;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;271
CONTEST_36;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;272
CONTEST_37;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;273
CONTEST_38;1;;WAIT;WAIT;SUM;1;;RATING;MAX;;;;;1;274
CONTEST_39_01;1;;WAIT;WAIT;;;;CRITERION;>=;1;;;;1;275
CONTEST_39_02;1;;WAIT;WAIT;;;;CRITERION;>=;3;;;;1;276
CONTEST_39_03;1;;WAIT;WAIT;;;;CRITERION;>=;10;;;;1;277
CONTEST_40;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;278
CONTEST_41;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;279
CONTEST_42;1;;WAIT;WAIT;;;;CRITERION;=;1;;;;1;280
CONTEST_43;1;;WAIT;WAIT;;;;CRITERION;>=;1000000000;;;;1;281
CONTEST_44;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;282
CONTEST_45;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;283
CONTEST_46;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;284
CONTEST_47;1;;WAIT;WAIT;;;;CRITERION;>=;2;;;;1;285
CONTEST_50;1;;WAIT;WAIT;;;;CRITERION;=;1;;;;1;286
CONTEST_51;1;;WAIT;WAIT;;;;CRITERION;=;1;;;;1;287
CONTEST_52;1;;WAIT;WAIT;;;;CRITERION;=;1;;;;1;288
CONTEST_55;1;;WAIT;WAIT;;;;CRITERION;=;1;;;;1;289
CONTEST_56;1;;WAIT;WAIT;;;;CRITERION;=;1;;;;1;290
CONTEST_57;1;;WAIT;WAIT;;;;CRITERION;=;1;;;;1;291
CONTEST_62;1;;WAIT;WAIT;;;;CRITERION;=;1;;;;1;292
CONTEST_63;1;;WAIT;WAIT;;;;CRITERION;=;1;;;;1;293
CONTEST_64;1;;WAIT;WAIT;;;;CRITERION;=;1;;;;1;294
CONTEST_65;1;;WAIT;WAIT;SUM;1;;CRITERION;=;1;;;;1;295
CONTEST_66;1;;WAIT;WAIT;SUM;1;;CRITERION;=;1;;;;0;296
CONTEST_67;1;;WAIT;WAIT;SUM;1;;CRITERION;=;1;;;;1;297
CONTEST_68;1;;WAIT;WAIT;;;;CRITERION;=;1;;;;1;298
CONTEST_69;1;;WAIT;WAIT;;;;CRITERION;=;1;;;;1;299
CONTEST_91;1;;EFFICIENCYARSKKSB_EFF;EFFICIENCYARSKKSB_EFF;SUM;1;;RATING;MAX;1;;;0;0;300
CONTEST_92;1;;EFFICIENCYARSKKSB_OD_YEAR_GROWTH;EFFICIENCYARSKKSB_OD_YEAR_GROWTH;SUM;1;;RATING;MAX;1;;;0;0;301
CONTEST_93;1;;WAIT;WAIT;;;;RATING;MAX;1;;;0;1;302
CONTEST_94;1;;EFFICIENCYARSKKSB_OD_YEAR_GROWTH;EFFICIENCYARSKKSB_OD_YEAR_GROWTH;SUM;1;;RATING;MAX;1;;;0;0;303
CONTEST_95;1;;EFFICIENCYARSKKSB_OD_YEAR_TEMP;EFFICIENCYARSKKSB_OD_YEAR_TEMP;SUM;1;;RATING;MAX;1;;;0;0;304
CONTEST_96;1;;EFFICIENCYARSKKSB_OD_YEAR_TEMP;EFFICIENCYARSKKSB_OD_YEAR_TEMP;SUM;1;;RATING;MAX;1;;;0;0;305
CONTEST_m_01;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;306
CONTEST_m_02;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;307
CONTEST_m_03;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;308
CONTEST_m_04;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;309
CONTEST_m_05;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;310
CONTEST_m_06;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;311
CONTEST_m_07;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;312
CONTEST_m_08;1;;WAIT;WAIT;;;;CRITERION;=;1;;;;1;313
CONTEST_m_09;1;;WAIT;WAIT;;;;CRITERION;=;1;;;;1;314
CONTEST_m_10;1;;WAIT;WAIT;;;;CRITERION;=;1;;;;1;315
CONTEST_s_01_01;1;;WAIT;WAIT;;;;CRITERION;>=;1;;;;1;316
CONTEST_s_01_02;1;;WAIT;WAIT;;;;CRITERION;>=;3;;;;1;317
CONTEST_s_01_03;1;;WAIT;WAIT;;;;CRITERION;>=;5;;;;1;318
CONTEST_s_03;1;;WAIT;WAIT;;;;CRITERION;>=;2;;;;1;319
CONTEST_s_04;1;;WAIT;WAIT;;;;CRITERION;>=;2;;;;1;320
CONTEST_s_05;1;;WAIT;WAIT;;;;CRITERION;=;1;;;;1;321
CONTEST_s_06;1;;WAIT;WAIT;;;;CRITERION;=;1;;;;1;322
CONTEST_s_07;1;;WAIT;WAIT;;;;CRITERION;=;1;;;;1;323
