columnName;pkOrder;isNotNull;phDataType;descriptionColumn;infCat;dataLength;dataPrecision;dataScale
CONTEST_CODE;1;true;VARCHAR;Код конкурса;K3;50;;
GROUP_CODE;2;true;VARCHAR;Код группы конкурса;K3;100;;
REWARD_CODE;3;true;VARCHAR;код награды;K3;50;;
