RULE_NUM;ROLE_CODE;ROLE_NAME;PERSON_NUMBER_ARR;STAGE_ETALONE_CODE_ARR;POST_ETALONE_CODE_ARR;DIV_CODE_ARR;EXCLUDE_DIV_CODE_ARR;BUSINESS_BLOCK;UCH_CODE;ORG_UNIT_CODE;TB_CODE;GOSB_CODE
508401005;KM_SB1;Клиентский менеджер Сбер Первый (СРБ Южное ГОСБ);;;[20010577, 20006026, 20009052, 20009051, 20012734, 20012301, 20010601, 20010576, 20009101, 20000627, 20015451, 20015452, 20015453, 20014777];[10310738];;KMSB1;1;10182581;;
508421001;KM_SB1;Клиентский менеджер Сбер Первый (ВВБ другие ГОСБ);;;[20010577, 20006026, 20009052, 20009051, 20012734, 20012301, 20010601, 20010576, 20009101, 20000627, 20015451, 20015452, 20015453, 20014777];[10310562, 10310560, 10310556, 10310558, 10310561, 10310557, 10310559, 10310555, 10310554];;KMSB1;1;;;
508441001;KM_SB1;Клиентский менеджер Сбер Первый (СИБ другие ГОСБ);;;[20010577, 20006026, 20009052, 20009051, 20012734, 20012301, 20010601, 20010576, 20009101, 20000627, 20015451, 20015452, 20015453, 20014777];[10311302, 10311300, 10311301, 10310538, 10311176, 10310537, 10311175];;KMSB1;1;;;
508521001;KM_SB1;Клиентский менеджер Сбер Первый (ЮЗБ другие ГОСБ);;;[20010577, 20006026, 20009052, 20009051, 20012734, 20012301, 20010601, 20010576, 20009101, 20000627, 20015451, 20015452, 20015453, 20014777];[10311928, 10311925, 10311926, 10311932, 10311931, 10311929, 10311930];;KMSB1;1;;;
508541001;KM_SB1;Клиентский менеджер Сбер Первый (ПБ другие ГОСБ);;;[20010577, 20006026, 20009052, 20009051, 20012734, 20012301, 20010601, 20010576, 20009101, 20000627, 20015451, 20015452, 20015453, 20014777];[10311352, 10311356, 10311354, 10311353, 10311357, 10311355, 10311351];;KMSB1;1;;;
508551001;KM_SB1;Клиентский менеджер Сбер Первый (СЗБ ГО СпБ);;;[20010577, 20006026, 20009052, 20009051, 20012734, 20012301, 20010601, 20010576, 20009101, 20000627, 20015451, 20015452, 20015453, 20014777];[10311575];;KMSB1;1;10086553;;
508551002;KM_SB1;Клиентский менеджер Сбер Первый (СЗБ другие ГОСБ);;;[20010577, 20006026, 20009052, 20009051, 20012734, 20012301, 20010601, 20010576, 20009101, 20000627, 20015451, 20015452, 20015453, 20014777];[10311580, 10311577, 10311578, 10311583, 10311582, 10311576, 10311581, 10311579];;KMSB1;1;;;
508701001;KM_SB1;Клиентский менеджер Сбер Первый (ДВБ другие ГОСБ);;;[20010577, 20006026, 20009052, 20009051, 20012734, 20012301, 20010601, 20010576, 20009101, 20000627, 20015451, 20015452, 20015453, 20014777];[10311250, 10311275, 10311276, 10311277, 10311278, 10311325];;KMSB1;1;;;
508901006;KM_SB1;Клиентский менеджер Сбер Первый (СРБ другие ГОСБ);;;[20010577, 20006026, 20009052, 20009051, 20012734, 20012301, 20010601, 20010576, 20009101, 20000627, 20015451, 20015452, 20015453, 20014777];[10310730, 10310732, 10310739, 10310727, 10310731, 10310733, 10310735, 10310736, 10310737];;KMSB1;1;;;
609901001;INV_MR_SB1;Менеджер по инвестиционным и страховым продуктам в СБ1;;;[20012581, 20013283];[10343475, 10343485, 10343451, 10343300, 10343225, 10343187, 10343654, 10343804, 10343877, 10343375, 10343752, 10343762, 10343763, 10343760, 10343404, 10343401, 10347875, 10343651, 10347329, 10343777, 10343778, 10343827, 10343406, 10343376, 10343400, 10343403, 10368507, 10368028, 10367851, 10367832, 10368775, 10253053, 10367826, 10368363, 10367115, 10368506, 10368273, 10250882, 10346765, 10346766, 10347253, 10347257, 10347341, 10347346, 10347328, 10347330, 10347331, 10347259, 10347254, 10347256, 10369079];;IMUB;1;;;0
710901001;RUK_NUB;Руководитель направления по развитию продаж в канале СБ1;;;[20012580];[10343475, 10343485, 10343451, 10343300, 10343225, 10343187, 10343654, 10343804, 10343877, 10343375, 10343752, 10343762, 10343763, 10343760, 10343404, 10343401, 10347875, 10343651, 10347329, 10343777, 10343778, 10343827, 10343406, 10343376, 10343400, 10343403, 10368507, 10368028, 10367851, 10367832, 10368775, 10253053, 10367826, 10368363, 10367115, 10368506, 10368273, 10250882, 10346765, 10346766, 10347253, 10347257, 10347341, 10347346, 10347328, 10347330, 10347331, 10347259, 10347254, 10347256, 10369079];;RNUB;1;;;0
811131001;RUK_SB1;Руководитель ВИП ВСП СБ1 (ЦЧБ другие ГОСБ);;;[20000460, 20000193, 20011553];[10312075, 10312077, 10312078, 10312079, 10312080, 10312076];;RSB1;1;;;
811161001;RUK_SB1;Руководитель ВИП ВСП СБ1 (УБ другие ГОСБ);;;[20000460, 20000193, 20011553];[10311430, 10311431, 10311432, 10311433, 10311434, 10311437, 10311435];;RSB1;1;;;
811181001;RUK_SB1;Руководитель ВИП ВСП СБ1 (ББ другие ГОСБ);;;[20000460, 20000193, 20011553];[10311425, 10311428, 10311427, 10311426];;RSB1;1;;;
811381001;RUK_SB1;Руководитель ВИП ВСП СБ1 (МБ);;;[20000460, 20000193, 20011553];[10230262];;RSB1;1;10156582;;
811401001;RUK_SB1;Руководитель ВИП ВСП СБ1 (СРБ Аппарат);;;[20000460, 20000193, 20011553];[10310726];;RSB1;1;10300825;;
811401002;RUK_SB1;Руководитель ВИП ВСП СБ1 (СРБ Восточное ГОСБ);;;[20000460, 20000193, 20011553];[10310728];;RSB1;1;10182580;;
811401003;RUK_SB1;Руководитель ВИП ВСП СБ1 (СРБ Западное ГОСБ);;;[20000460, 20000193, 20011553];[10310729];;RSB1;1;10182582;;
811401004;RUK_SB1;Руководитель ВИП ВСП СБ1 (СРБ Северное ГОСБ);;;[20000460, 20000193, 20011553];[10310734];;RSB1;1;10182583;;
811401005;RUK_SB1;Руководитель ВИП ВСП СБ1 (СРБ Южное ГОСБ);;;[20000460, 20000193, 20011553];[10310738];;RSB1;1;10182581;;
811401006;RUK_SB1;Руководитель ВИП ВСП СБ1 (СРБ другие ГОСБ);;;[20000460, 20000193, 20011553];[10310730, 10310732, 10310739, 10310727, 10310731, 10310733, 10310735, 10310736, 10310737];;RSB1;1;;;
811421001;RUK_SB1;Руководитель ВИП ВСП СБ1 (ВВБ другие ГОСБ);;;[20000460, 20000193, 20011553];[10310562, 10310560, 10310556, 10310558, 10310561, 10310557, 10310559, 10310555, 10310554];;RSB1;1;;;
811441001;RUK_SB1;Руководитель ВИП ВСП СБ1 (СИБ другие ГОСБ);;;[20000460, 20000193, 20011553];[10311302, 10311300, 10311301, 10310538, 10311176, 10310537, 10311175];;RSB1;1;;;
811521001;RUK_SB1;Руководитель ВИП ВСП СБ1 (ЮЗБ другие ГОСБ);;;[20000460, 20000193, 20011553];[10311928, 10311925, 10311926, 10311932, 10311931, 10311929, 10311930];;RSB1;1;;;
811541001;RUK_SB1;Руководитель ВИП ВСП СБ1 (ПБ другие ГОСБ);;;[20000460, 20000193, 20011553];[10311352, 10311356, 10311354, 10311353, 10311357, 10311355, 10311351];;RSB1;1;;;
811551001;RUK_SB1;Руководитель ВИП ВСП СБ1 (СЗБ ГО СпБ);;;[20000460, 20000193, 20011553];[10311575];;RSB1;1;10086553;;
811551002;RUK_SB1;Руководитель ВИП ВСП СБ1 (СЗБ другие ГОСБ);;;[20000460, 20000193, 20011553];[10311580, 10311577, 10311578, 10311583, 10311582, 10311576, 10311581, 10311579];;RSB1;1;;;
811701001;RUK_SB1;Руководитель ВИП ВСП СБ1 (ДВБ другие ГОСБ);;;[20000460, 20000193, 20011553];[10311250, 10311275, 10311276, 10311277, 10311278, 10311325];;RSB1;1;;;
901993001;GAME_ADMIN;Администратор ФП Геймификация;[00673892, 01340230];;;[10294215];;KMKKSB;3;10000360;;
912130001;RUK_SB1_LOOK;Зам.Руководителя ВИП ВСП СБ1 (ЦЧБ другие ГОСБ);;;[20000435];[10312075, 10312077, 10312078, 10312079, 10312080, 10312076];;RSB1;0;;;
912160001;RUK_SB1_LOOK;Зам.Руководителя ВИП ВСП СБ1 (УБ другие ГОСБ);;;[20000435];[10311430, 10311431, 10311432, 10311433, 10311434, 10311437, 10311435];;RSB1;0;;;
912180001;RUK_SB1_LOOK;Зам.Руководителя ВИП ВСП СБ1 (ББ другие ГОСБ);;;[20000435];[10311425, 10311428, 10311427, 10311426];;RSB1;0;;;
912380001;RUK_SB1_LOOK;Зам.Руководителя ВИП ВСП СБ1 (МБ);;;[20000435];[10230262];;RSB1;0;10156582;;
912400001;RUK_SB1_LOOK;Зам.Руководителя ВИП ВСП СБ1 (СРБ Аппарат);;;[20000435];[10310726];;RSB1;0;10300825;;
912400002;RUK_SB1_LOOK;Зам.Руководителя ВИП ВСП СБ1 (СРБ Восточное ГОСБ);;;[20000435];[10310728];;RSB1;0;10182580;;
912400003;RUK_SB1_LOOK;Зам.Руководителя ВИП ВСП СБ1 (СРБ Западное ГОСБ);;;[20000435];[10310729];;RSB1;0;10182582;;
912400004;RUK_SB1_LOOK;Зам.Руководителя ВИП ВСП СБ1 (СРБ Северное ГОСБ);;;[20000435];[10310734];;RSB1;0;10182583;;
912400005;RUK_SB1_LOOK;Зам.Руководителя ВИП ВСП СБ1 (СРБ Южное ГОСБ);;;[20000435];[10310738];;RSB1;0;10182581;;
912400006;RUK_SB1_LOOK;Зам.Руководителя ВИП ВСП СБ1 (СРБ другие ГОСБ);;;[20000435];[10310730, 10310732, 10310739, 10310727, 10310731, 10310733, 10310735, 10310736, 10310737];;RSB1;0;;;
912420001;RUK_SB1_LOOK;Зам.Руководителя ВИП ВСП СБ1 (ВВБ другие ГОСБ);;;[20000435];[10310562, 10310560, 10310556, 10310558, 10310561, 10310557, 10310559, 10310555, 10310554];;RSB1;0;;;
912440001;RUK_SB1_LOOK;Зам.Руководителя ВИП ВСП СБ1 (СИБ другие ГОСБ);;;[20000435];[10311302, 10311300, 10311301, 10310538, 10311176, 10310537, 10311175];;RSB1;0;;;
912520001;RUK_SB1_LOOK;Зам.Руководителя ВИП ВСП СБ1 (ЮЗБ другие ГОСБ);;;[20000435];[10311928, 10311925, 10311926, 10311932, 10311931, 10311929, 10311930];;RSB1;0;;;
912540001;RUK_SB1_LOOK;Зам.Руководителя ВИП ВСП СБ1 (ПБ другие ГОСБ);;;[20000435];[10311352, 10311356, 10311354, 10311353, 10311357, 10311355, 10311351];;RSB1;0;;;
912550001;RUK_SB1_LOOK;Зам.Руководителя ВИП ВСП СБ1 (СЗБ ГО СпБ);;;[20000435];[10311575];;RSB1;0;10086553;;
912550002;RUK_SB1_LOOK;Зам.Руководителя ВИП ВСП СБ1 (СЗБ другие ГОСБ);;;[20000435];[10311580, 10311577, 10311578, 10311583, 10311582, 10311576, 10311581, 10311579];;RSB1;0;;;
912700001;RUK_SB1_LOOK;Зам.Руководителя ВИП ВСП СБ1 (ДВБ другие ГОСБ);;;[20000435];[10311250, 10311275, 10311276, 10311277, 10311278, 10311325];;RSB1;0;;;
913900001;TB_B2C_LOOK;От блока Розница в ТБ (наблюдатель);;;[20005201, 20000106, 20001828, 20000054, 20003328];[10300638, 10300456, 10299247, 10290604, 10300945, 10299238, 10300583, 10290022, 10237984, 10300868, 10300472];;KMSB1;0;;;
914130001;OTHER_B2C_LOOK;Наблюдатель от блока Розница  (ЮЗБ другие ГОСБ);;;[20000295, 20003328, 20006776, 20002967];[10311928, 10311925, 10311926, 10311932, 10311931, 10311929, 10311930];;KMSB1;0;;;
914160001;OTHER_B2C_LOOK;Наблюдатель от блока Розница  (ДВБ другие ГОСБ);;;[20000295, 20003328, 20006776, 20002967];[10311250, 10311275, 10311276, 10311277, 10311278, 10311325];;KMSB1;0;;;
914180001;OTHER_B2C_LOOK;Наблюдатель от блока Розница  (ПБ другие ГОСБ);;;[20000295, 20003328, 20006776, 20002967];[10311352, 10311356, 10311354, 10311353, 10311357, 10311355, 10311351];;KMSB1;0;;;
914380001;OTHER_B2C_LOOK;Наблюдатель от блока Розница  (СРБ Аппарат);;;[20000295, 20003328, 20006776, 20002967];[10310726];;KMSB1;0;10300825;;
914400001;OTHER_B2C_LOOK;Наблюдатель от блока Розница  (СРБ Восточное ГОСБ);;;[20000295, 20003328, 20006776, 20002967];[10310728];;KMSB1;0;10182580;;
914400002;OTHER_B2C_LOOK;Наблюдатель от блока Розница  (СРБ Западное ГОСБ);;;[20000295, 20003328, 20006776, 20002967];[10310729];;KMSB1;0;10182582;;
