2025-11-12 00:28:55,266 | INFO | === Старт работы программы: 2025-11-12 00:28:55 ===
2025-11-12 00:28:55,267 | INFO | Загрузка файла: /Users/orionflash/Desktop/MyProject/SPOD_PROM/SPOD-cursor-Parce/SPOD_PARCE_LOAD/SPOD/CONTEST-DATA (PROM) 2025-11-11 v3.csv
2025-11-12 00:28:55,267 | INFO | [START] read_csv_file (/Users/orionflash/Desktop/MyProject/SPOD_PROM/SPOD-cursor-Parce/SPOD_PARCE_LOAD/SPOD/CONTEST-DATA (PROM) 2025-11-11 v3.csv)
2025-11-12 00:28:55,274 | INFO | Файл успешно загружен: /Users/orionflash/Desktop/MyProject/SPOD_PROM/SPOD-cursor-Parce/SPOD_PARCE_LOAD/SPOD/CONTEST-DATA (PROM) 2025-11-11 v3.csv, строк: 260, колонок: 25
2025-11-12 00:28:55,274 | INFO | [END] read_csv_file (/Users/orionflash/Desktop/MyProject/SPOD_PROM/SPOD-cursor-Parce/SPOD_PARCE_LOAD/SPOD/CONTEST-DATA (PROM) 2025-11-11 v3.csv) (время: 0.007s)
2025-11-12 00:28:55,274 | INFO | [START] flatten_json_column_recursive (лист: CONTEST-DATA, колонка: CONTEST_FEATURE)
2025-11-12 00:28:55,289 | INFO | [CONTEST_FEATURE] Исходная колонка восстановлена с тройными кавычками
2025-11-12 00:28:55,289 | INFO | [INFO] CONTEST_FEATURE → новых колонок: 24
2025-11-12 00:28:55,289 | INFO | [INFO] Все новые колонки: ['CONTEST_FEATURE', 'CONTEST_FEATURE => feature', 'CONTEST_FEATURE => vid', 'CONTEST_FEATURE => momentRewarding', 'CONTEST_FEATURE => minNumber', 'CONTEST_FEATURE => capacity', 'CONTEST_FEATURE => accuracy', 'CONTEST_FEATURE => masking', 'CONTEST_FEATURE => tournamentStartMailing', 'CONTEST_FEATURE => tournamentEndMailing', 'CONTEST_FEATURE => tournamentLikeMailing', 'CONTEST_FEATURE => tournamentRewardingMailing', 'CONTEST_FEATURE => tournamentListMailing', 'CONTEST_FEATURE => persomanNumberVisible', 'CONTEST_FEATURE => persomanNumberHidden', 'CONTEST_FEATURE => gosbVisible', 'CONTEST_FEATURE => gosbHidden', 'CONTEST_FEATURE => tbVisible', 'CONTEST_FEATURE => tbHidden', 'CONTEST_FEATURE => businessBlock', 'CONTEST_FEATURE => typeRewarding', 'CONTEST_FEATURE => preferences', 'CONTEST_FEATURE => tournamentTeam', 'CONTEST_FEATURE => helpCode']
2025-11-12 00:28:55,289 | INFO | [JSON FLATTEN] CONTEST-DATA: поле 'CONTEST_FEATURE' развернуто с префиксом 'CONTEST_FEATURE'
2025-11-12 00:28:55,289 | INFO | Загрузка файла: /Users/orionflash/Desktop/MyProject/SPOD_PROM/SPOD-cursor-Parce/SPOD_PARCE_LOAD/SPOD/GROUP (PROM) 2025-11-11 v3.csv
